expocode,platform_name,platform_type,organization,investigators,country
77CN20141222,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Becker, M. : Koertzinger, A.",Germany
77CN20150301,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Becker, M. : Koertzinger, A.",Germany
77CN20150328,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Becker, M. : Koertzinger, A.",Germany
77CO20060611,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20060625,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20060717,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20060924,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20061010,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20061114,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20070124,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20070211,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20070320,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20070404,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20070423,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20070509,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20070527,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20070614,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20070719,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20070925,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20071013,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20110530,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20110615,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20110807,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20110824,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20110912,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77CO20110928,Atlantic Companion,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77DN20050720,Oden,Ship,Uni Gothenburg,"Fransson, A.",Sweden
77DN20061214,Oden,Ship,Uni Gothenburg,"Fransson, A. : Chierici, M.",Sweden
77DN20180818,Oden,Research Vessel,Stockholm Uni,"Prytherch, J",Sweden
77DN20210802,Oden,Research Vessel,Stockholm Uni,"Prytherch, J",Sweden
77FF20020226,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20020322,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20020408,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20020503,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20020520,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20020614,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20020630,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20020724,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20020813,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20020924,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20021016,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20021105,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20021129,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20021216,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20030111,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20030201,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20030417,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20050423,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20050430,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FF20050714,Falstaff,Ship,GEOMAR : Univ Bergen,"Steinhoff, T. : Koertzinger, A.",Germany
77FS20050531,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20051102,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20060506,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20070123,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20080830,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20090519,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20110525,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20120415,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20130814,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20140410,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20150128,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20160205,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20180324,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20191028,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20200101,Ostergarnsholm,OES (\u00d6stergarnsholm),Uppsala Univ,"Rutgersson, A.",Sweden
77FS20201025,Ostergarnsholm,OES (\u00d6stergarnsholm),Uppsala Univ,"Rutgersson, A.",Sweden
77FS20210523,Ostergarnsholm,OES (\u00d6stergarnsholm),Uppsala Univ,"Rutgersson, A.",Sweden
77FS20211018,Ostergarnsholm,OES (\u00d6stergarnsholm),Uppsala Univ,"Rutgersson, A.",Sweden
77FS20220424,Ostergarnsholm,OES (\u00d6stergarnsholm),Uppsala Univ,"Rutgersson, A.",Sweden
77FS20220719,Ostergarnsholm,OES (\u00d6stergarnsholm),Uppsala Univ,"Rutgersson, A.",Sweden
77FS20221031,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20230311,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20230713,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20231114,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20240411,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77FS20240918,Ostergarnsholm,Mooring,Uppsala Univ,"Rutgersson, A.",Sweden
77IH20150912,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20151005,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20151022,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20151221,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20160307,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20160324,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20160412,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20160429,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20160523,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20160610,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20160624,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20160710,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20160915,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20161003,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20161017,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20161102,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Becker, M. : Wallace, D.",Germany
77IH20161229,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Wallace, D.",Germany
77IH20170118,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Wallace, D.",Germany
77IH20170412,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Wallace, D.",Germany
77IH20170503,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Wallace, D.",Germany
77IH20170520,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Wallace, D.",Germany
77IH20170614,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Wallace, D.",Germany
77IH20170701,Atlantic Cartier,Ship,GEOMAR : Univ Bergen : Dalhousie Univ,"Steinhoff, T. : Koertzinger, A. : Wallace, D.",Germany
77XT20191002,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20191011,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20191015,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20191018,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20191122,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20191126,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20191129,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A. : Steinhoff, T.",Sweden
77XT20191203,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20191210,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A. : Steinhoff, T.",Sweden
77XT20191217,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20191220,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A. : Steinhoff, T.",Sweden
77XT20191231,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A. : Steinhoff, T.",Sweden
77XT20200107,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A. : Steinhoff, T.",Sweden
77XT20200110,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A. : Steinhoff, T.",Sweden
77XT20200222,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20200228,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A. : Steinhoff, T.",Sweden
77XT20200529,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20200612,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20210501,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20210503,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20210508,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20210510,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20210517,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20210524,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20210730,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20210803,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20210809,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20210816,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20210823,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20210907,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20211015,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20211018,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20211025,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20211101,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20211118,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
77XT20211129,Tavastland,Ship,Swedish Meteorological and Hydrological Institute,"Willstrand Wranne, A.",Sweden
90AM19870503,Akademik Korolev,Ship,NOAA PMEL,"Feely, R.",USA
90AM19870512,Akademik Korolev,Ship,NOAA PMEL,"Feely, R.",USA
90AM19870612,Akademik Korolev,Ship,NOAA PMEL,"Feely, R.",USA
91AA20081225,S.A. Agulhas,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AA20090126,S.A. Agulhas,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AA20090221,S.A. Agulhas,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AA20090408,S.A. Agulhas,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AA20100101,S.A. Agulhas,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AA20100102,S.A. Agulhas,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AA20100116,S.A. Agulhas,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AA20100212,S.A. Agulhas,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AA20100409,S.A. Agulhas,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AA20101208,S.A. Agulhas,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AA20110102,S.A. Agulhas,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AA20110110,S.A. Agulhas,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AH20121206,S.A. Agulhas II,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AH20130904,S.A. Agulhas II,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AH20131201,S.A. Agulhas II,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AH20141205,S.A. Agulhas II,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AH20150722,S.A. Agulhas II,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AH20150902,S.A. Agulhas II,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AH20151205,S.A. Agulhas II,Ship,CSIR SOCCO,"Monteiro, P.M.S. : Joubert, W.R.",South Africa
91AH20160715,S.A. Agulhas II,Ship,CSIR SOCCO,"Monteiro, P.M.S. : Joubert, W.R.",South Africa
91AH20160901,S.A. Agulhas II,Ship,CSIR SOCCO,"Monteiro, P.M.S.",South Africa
91AH20170701,S.A. Agulhas II,Ship,CSIR SOCCO,"Monteiro, P.M.S. : Gregor, L.",South Africa
91AH20220123,Carioca,Surface drifter,LOCEAN,Jean-Baptiste SALLEE,France
91AL20211115,RV Algoa,Ship,DFFE:O&C,"Tsanwani, M. : Hamnca, S. : Mdokwana, BW.",South Africa
91AL20211206,RV Algoa,Ship,DFFE:O&C,"Tsanwani, M. : Hamnca, S. : Monteiro, PMS.",South Africa
91AL20220810,RV Algoa,Ship,DFFE:O&C,"Tsanwani, M. : Hamnca, S. : Mdokwana, BW.",South Africa
91AL20221121,RV Algoa,Ship,DFFE:O&C,"Tsanwani, M. : Hamnca, S. : Mdokwana, BW.",South Africa
91AL20230215,RV Algoa,Ship,DFFE:O&C,"Tsanwani, M. : Hamnca, S. : Mdokwana, BW.",South Africa
AG5W20140201,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Feely, R. : Alin, S.",USA
AG5W20140327,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Feely, R. : Alin, S.",USA
AG5W20140523,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Feely, R. : Alin, S.",USA
AG5W20140718,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Feely, R. : Alin, S.",USA
AG5W20140912,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Feely, R. : Alin, S.",USA
AG5W20141113,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Feely, R. : Alin, S.",USA
AG5W20150328,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Feely, R. : Alin, S.",USA
AG5W20150930,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Feely, R. : Alin, S.",USA
AG5W20151120,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Feely, R. : Alin, S.",USA
AG5W20160313,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Alin, S. : Feely, R. : Herndon, J.",USA
AG5W20160507,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Alin, S. : Feely, R. : Herndon, J.",USA
AG5W20160829,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Alin, S. : Feely, R. : Herndon, J.",USA
AG5W20161019,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Feely, R. : Alin, S.",USA
AG5W20170115,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Alin, S. : Feely, R. : Herndon, J. : Collins, A.",USA
AG5W20170312,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Alin, S. : Feely, R. : Herndon, J. : Collins, A.",USA
AG5W20170507,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Alin, S. : Feely, R. : Herndon, J. : Collins, A.",USA
AG5W20171117,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Alin, S. : Feely, R. : Herndon, J. : Collins, A.",USA
AG5W20180112,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Alin, S. : Feely, R. : Herndon, J. : Collins, A.",USA
AG5W20180309,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Alin, S. : Feely, R. : Herndon, J. : Collins, A.",USA
AG5W20180502,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Alin, S. : Feely, R. : Herndon, J. : Collins, A.",USA
AG5W20180630,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Alin, S. : Feely, R. : Herndon, J. : Collins, A.",USA
AG5W20180827,Cap Blanche,Ship,NOAA PMEL,"Cosca, C. : Alin, S. : Feely, R. : Herndon, J. : Collins, A.",USA
AGB620130201,Cap Vilano,Ship,NOAA PMEL,"Feely, R. : Cosca, C. : Alin, S.",USA
AGB620130328,Cap Vilano,Ship,NOAA PMEL,"Feely, R. : Cosca, C. : Alin, S.",USA
AGB620130524,Cap Vilano,Ship,NOAA PMEL,"Feely, R. : Cosca, C. : Alin, S.",USA
AGFO20140317,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20140412,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20140510,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20140607,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20140629,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20140727,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20140822,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20140919,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGFO20141017,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGFO20141115,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGFO20141217,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGFO20150115,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20150212,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20150322,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20150422,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20150530,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20150703,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20151121,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20151218,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20151226,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20160128,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20160306,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGFO20160316,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
AGSK20031107,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20031205,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20040206,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20040430,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20040529,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20040625,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20040724,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20040820,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20040915,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20041112,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20041209,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20050107,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20050204,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20050305,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20051014,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20051111,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20060303,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20060403,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20060429,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20060623,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20060723,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20060818,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20060915,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20061014,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20061108,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20061208,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20070107,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20070202,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20070303,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20070330,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20070427,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
AGSK20070525,Skogafoss,Ship,NOAA AOML,"Wanninkhof, R.",USA
BHAF20160410,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160417,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160424,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
